id,category,breed_name,origin,temperament,coat_care,ideal_weight_guide,key_strengths,potential_health_risks
dog-076,Dogs,Wire Fox Terrier,ပေါင်းသင်းဆက်ဆံရေး၊ အားကစား သို့မဟုတ် လက်တွေ့လုပ်ငန်းဆောင်တာများအတွက် တီထွင်ထားသော အမေရိကန်။,ထူးခြားသော ကိုယ်ရည်ကိုယ်သွေးဖြင့် လွတ်လပ်သော်လည်း သစ္စာရှိပါ။ အစောပိုင်း လူမှုဆက်ဆံရေးနှင့် ရှင်းလင်းသော နယ်နိမိတ်များသည် ကောင်းမွန်သော အပြုအမူများကို ပံ့ပိုးပေးသည်။,တွန့် သို့မဟုတ် သိုးမွှေးကဲ့သို့ အင်္ကျီ၊ ပုံမှန်ဖြီးလိမ်းခြင်းနှင့် အချိန်ဇယားဆွဲခြင်းများသည် အင်္ကျီ၏အခြေအနေကို ထိန်းသိမ်းရန် ကူညီပေးသည်။,အသေးမှအလတ်-  7-15 ကီလိုဂရမ်ခန့် (15-33 ပေါင်)။,လေ့ကျင့်ခန်းလိုအပ်ချက်များ ပြည့်မီသောအခါတွင် အိမ်ပတ်ဝန်းကျင်များစွာအတွက် သင့်လျော်သော သို့မဟုတ် သက်ဝင်သောကိုယ်ရည်ကိုယ်သွေးဖြင့် ကျစ်လစ်သော သို့မဟုတ် လိုက်လျောညီထွေရှိသော အရွယ်အစား။,Patellar luxation၊ သွားနှင့်ခံတွင်းရောဂါ၊ အဝလွန်ခြင်းနှင့် အသက်အရွယ်ဆိုင်ရာ အဆစ်ပြဿနာများသည် အရွယ်အစားနှင့် ပုံစံပေါ်မူတည်၍ ဖြစ်ပွားနိုင်သည်။
cat-022,Cats,American Bobtail,အမေရိကန်ပြည်ထောင်စု၊ အိမ်မွေးကြောင်များနှင့် ဒေသမျိုးရိုးများမှ ရွေးချယ်မွေးမြူခြင်းမှတစ်ဆင့် တီထွင်ခဲ့သည်။,ချစ်ခင်စုံမက်သူ၊ စူးစမ်းလိုစိတ်ရှိပြီး လူမှုရေးအရ ထိတွေ့ဆက်ဆံပြီး အပြန်အလှန် တုံ့ပြန်ကစားခြင်းနှင့် လူများနှင့် နီးကပ်စွာ ထိတွေ့မှုကို နှစ်သက်ကြသည်။,အင်္ကျီအတို; အပတ်စဉ် ဖြီးပေးခြင်းသည် ယေဘုယျအားဖြင့် လုံလောက်သည်၊ ရာသီအလိုက် ကြွေကျချိန်တွင် အပိုလိမ်းဆေးဖြင့် လုံလောက်ပါသည်။,သေးငယ်သည်- လိင်နှင့်ဘောင်ပေါ်မူတည်၍ 2-4 ကီလိုဂရမ် (4.5-9 ပေါင်) ခန့်ရှိသည်။,လိုက်လျောညီထွေရှိမှု၊ ပေါင်းသင်းဆက်ဆံမှု၊ မကြာခဏ ကြွယ်ဝသော အိမ်တွင်းနေထိုင်ရန် သင့်လျော်သည်။,Hypertrophic cardiomyopathy၊ သွားနှင့်ခံတွင်းဆိုင်ရာရောဂါ၊ အဝလွန်ခြင်းနှင့် မျိုးရိုးဆက်နွယ်သော မျိုးရိုးလိုက်သောရောဂါများ ဖြစ်ပွားနိုင်သည်။
cat-023,Cats,American Curl,ယူနိုက်တက်ကင်းဒမ်း၊ တည်ထောင်ထားသော အိမ်မွေးကြောင်ဦးရေများနှင့် တရားဝင် မျိုးပွားအစီအစဉ်များမှ တီထွင်ခဲ့သည်။,အမှီအခိုကင်းသော်လည်း ဖော်ရွေသော ဟန်ချက်ညီသော စိတ်နေစိတ်ထားဖြင့် အလယ်အလတ် လှုပ်ရှားမှု လိုအပ်ချက်များရှိသော အဖော်ကို ရှာဖွေနေသော အိမ်ထောင်စုများနှင့် လိုက်ဖက်နိုင်သည် ။,အလတ်စားအရှည်အင်္ကျီ; ဆံပင်ကျွတ်ခြင်းကို သက်သာစေပြီး အရှုပ်အထွေးများ မဖြစ်အောင် တစ်ပတ်ကို အကြိမ်ပေါင်းများစွာ ပွတ်တိုက်ပေးပါ။,အလတ်စား-  3-5 ကီလိုဂရမ် (6.5-11 ပေါင်) ခန့်။,ထူးခြားသောအသွင်အပြင်၊ ချစ်ခင်ဖော်ရွေမှုနှင့် မိသားစုဘဝနှင့် လိုက်လျောညီထွေစွာ လိုက်လျောညီထွေစွာ လိုက်လျောညီထွေစွာ နေထိုင်တတ်သူ။,Polycystic ကျောက်ကပ်ရောဂါ၊ နှလုံးရောဂါ၊ သွားနှင့်ခံတွင်းဆိုင်ရာပြဿနာများနှင့် အဝလွန်ခြင်းများသည် အချို့သောလိုင်းများတွင် စိုးရိမ်ပူပန်မှုများရှိနိုင်ပါသည်။
cat-024,Cats,Balinese,ပြင်သစ်နှင့် အနောက်ဥရောပတို့က ဒေသအလိုက် ကြောင်လူဦးရေနှင့် ခေတ်မီရွေးချယ်မွေးမြူခြင်းများမှတစ်ဆင့် ဖွံ့ဖြိုးလာခဲ့သည်။,တက်ကြွသော၊ ဉာဏ်ရည်ထက်မြက်ပြီး အပျော်အပါးကစားတတ်သည်၊ တောင်တက်သည့်နေရာများ၊ ပဟေဠိကစားစရာများနှင့် နေ့စဥ်အပြန်အလှန်ပြောဆိုမှုတို့မှ အကျိုးကျေးဇူးများစွာရရှိတတ်သည်။,ရှည်လျားသောအင်္ကျီ; ထိခိုက်လွယ်သောနေရာများကို ဂရုပြု၍ ဖျာနှင့် ဆံပင်အမွေးအမှင်များကို လျှော့ချရန် မကြာခဏ သွားတိုက်ရန် လိုအပ်ပါသည်။,အလတ်စား-အကြီး-  4-7 ကီလိုဂရမ် (9-15 ပေါင်) ခန့်။,မြင့်မားသောဉာဏ်ရည်နှင့် သိချင်စိတ်ပြင်းပြမှု၊ အပြန်အလှန်တုံ့ပြန်ကစားမှု၊ ကလစ်နှိပ်လေ့ကျင့်မှုတို့ကို ပံ့ပိုးပေးခြင်း၊ နှင့် ပတ်ဝန်းကျင် ကြွယ်ဝစေခြင်း။,အသက်ရှုလမ်းကြောင်း၊ မျက်လုံး၊ အရေပြား သို့မဟုတ် အဆစ်ပြဿနာများ ဖြစ်ပေါ်နိုင်သည် ။ တိရိစ္ဆာန်ဆေးကုသရေးမှာ ပုံမှန်စောင့်ရှောက်မှုက အရေးကြီးတယ်။
cat-025,Cats,Bombay,အာရှတိုက်သည် ဒေသတွင်း အိမ်မွေးကြောင်ဦးရေများ အမြစ်တွယ်ကာ နောက်ပိုင်းတွင် တရားဝင် မျိုးပွားမှု ဖြစ်ထွန်းလာခဲ့သည်။,နူးညံ့သိမ်မွေ့ပြီး လိုက်လျောညီထွေရှိသော၊ များသောအားဖြင့် စောင့်ရှောက်ပေးသူများနှင့် ခိုင်လုံသောနှောင်ကြိုးများ ဖွဲ့ကာ ပုံမှန်ကြောင်များ၏ လွတ်လပ်မှုကို ထိန်းသိမ်းထားသည်။,တွန့်သို့မဟုတ်ကျဲအင်္ကျီ; တစ်ဦးချင်းစီအပေါ် မူတည်ပြီး ဖြည်းညှင်းစွာ ပုံမှန် လိမ်းပေးခြင်း နှင့် ရံဖန်ရံခါ ရေချိုးခြင်းတို့ လိုအပ်ပါသည်။,ကြီးမားသော- 5-9 ကီလိုဂရမ် (11-20 ပေါင်) ခန့်ရှိသော အမျိုးသားများသည် မကြာခဏ ပိုလေးသည်။,အေးအေးဆေးဆေး အဖော်ပြုခြင်းနှင့် ထိန်းကျောင်းနိုင်သော အိမ်သူအိမ်သား ရှိနေခြင်း၊,ကျောက်ကပ်ရောဂါ၊ ဆီးလမ်းကြောင်းပုံမမှန်ခြင်း၊ အဝလွန်ခြင်းနှင့် သွားဘက်ဆိုင်ရာရောဂါများသည် အိမ်မွေးကြောင်များအတွက် ဖြစ်နိုင်ခြေရှိသော စိုးရိမ်စရာများဖြစ်သည်။
cat-026,Cats,Burmilla,စကန်ဒီနေးဗီးယား၊ အေးသောရာသီဥတုနှင့် လိုက်လျောညီထွေရှိသော အမာခံပြည်တွင်းမွေးကြောင်များမှ တီထွင်သည်။,သက်ဝင်သောကိုယ်ရည်ကိုယ်သွေးနှင့် ကြွယ်ဝသောပတ်ဝန်းကျင်ကို နှစ်ခြိုက်သောစိတ်ဖြင့် ယုံကြည်မှုရှိပြီး စူးစမ်းလိုစိတ်ရှိသူ။,နိမ့်ပါးသောအင်္ကျီ; ပုံမှန်ဖြီးပေးခြင်းသည် လျော့ရဲနေသောဆံပင်များကို ဖယ်ရှားပေးပြီး အရေပြားကျန်းမာရေးကို အထောက်အကူပြုသော်လည်း အလှပြင်ရန် လိုအပ်ချက်များ ကွဲပြားပါသည်။,သေးငယ်သည်- လိင်နှင့်ဘောင်ပေါ်မူတည်၍ 2-4 ကီလိုဂရမ် (4.5-9 ပေါင်) ခန့်ရှိသည်။,သွက်လက်မှု၊ ဆော့ကစားမှုနှင့် ခိုင်မာသောပတ်ဝန်းကျင်ဆိုင်ရာ သတိပြုမိမှုတို့ကြောင့် အပြန်အလှန်အကျိုးသက်ရောက်သော အိမ်မွေးတိရစ္ဆာန်များကို နှစ်သက်သော ပိုင်ရှင်များအတွက် ဆွဲဆောင်မှုဖြစ်စေသည်။,မျိုးရိုးနှင့်ဆက်စပ်နေသော နှလုံး၊ ကျောက်ကပ် သို့မဟုတ် အရိုးပိုင်းဆိုင်ရာ ပုံမမှန်မှုများ ဖြစ်ပေါ်နိုင်သည်။ မျိုးရိုးဗီဇစစ်ဆေးခြင်းနှင့် ပုံမှန်တိရစ္ဆာန်ဆေးကုစစ်ဆေးမှုများက ကူညီပေးနိုင်သည်။
cat-027,Cats,Chartreux,အရှေ့အလယ်ပိုင်းနှင့် မြောက်အာဖရိကတို့သည် ကာလကြာရှည်တည်မြဲသော ဒေသဆိုင်ရာကြောင်များ နှင့် မျိုးပွားတိုးတက်မှုတို့နှင့် ဆက်စပ်နေသည်။,ချစ်ခင်စုံမက်သူ၊ စူးစမ်းလိုစိတ်ရှိပြီး လူမှုရေးအရ ထိတွေ့ဆက်ဆံပြီး အပြန်အလှန် တုံ့ပြန်ကစားခြင်းနှင့် လူများနှင့် နီးကပ်စွာ ထိတွေ့မှုကို နှစ်သက်ကြသည်။,အင်္ကျီအတို; အပတ်စဉ် ဖြီးပေးခြင်းသည် ယေဘုယျအားဖြင့် လုံလောက်သည်၊ ရာသီအလိုက် ကြွေကျချိန်တွင် အပိုလိမ်းဆေးဖြင့် လုံလောက်ပါသည်။,အလတ်စား-  3-5 ကီလိုဂရမ် (6.5-11 ပေါင်) ခန့်။,လိုက်လျောညီထွေရှိမှု၊ ပေါင်းသင်းဆက်ဆံမှု၊ မကြာခဏ ကြွယ်ဝသော အိမ်တွင်းနေထိုင်ရန် သင့်လျော်သည်။,Hypertrophic cardiomyopathy၊ သွားနှင့်ခံတွင်းဆိုင်ရာရောဂါ၊ အဝလွန်ခြင်းနှင့် မျိုးရိုးဆက်နွယ်သော မျိုးရိုးလိုက်သောရောဂါများ ဖြစ်ပွားနိုင်သည်။
cat-028,Cats,Cornish Rex,ဩစတေးလျနှင့် သမုဒ္ဒရာပိုင်းဒေသ၊ ခေတ်မီရွေးချယ်မျိုးပွားခြင်းအစီအစဉ်များဖြင့် တီထွင်ခဲ့သည်။,အမှီအခိုကင်းသော်လည်း ဖော်ရွေသော ဟန်ချက်ညီသော စိတ်နေစိတ်ထားဖြင့် အလယ်အလတ် လှုပ်ရှားမှု လိုအပ်ချက်များနှင့် အဖော်ကို ရှာဖွေနေသော အိမ်ထောင်စုများနှင့် လိုက်လျောညီထွေရှိနိုင်ပါသည်။,အလတ်စားအရှည်အင်္ကျီ; ဆံပင်ကျွတ်ခြင်းကို သက်သာစေပြီး အရှုပ်အထွေးများ မဖြစ်အောင် တစ်ပတ်ကို အကြိမ်ပေါင်းများစွာ ပွတ်တိုက်ပေးပါ။,အလတ်စား-ကြီး- 4-7 ကီလိုဂရမ်ခန့် (9-15 ပေါင်)၊ လိင်နှင့်တည်ဆောက်မှုပေါ်မူတည်သည်။,ထူးခြားသောအသွင်အပြင်၊ ချစ်ခင်ဖော်ရွေမှုနှင့် မိသားစုဘဝနှင့် လိုက်လျောညီထွေစွာ လိုက်လျောညီထွေစွာ လိုက်လျောညီထွေစွာ နေထိုင်နိုင်သူ။,Polycystic ကျောက်ကပ်ရောဂါ၊ နှလုံးရောဂါ၊ သွားနှင့်ခံတွင်းဆိုင်ရာပြဿနာများ၊ နှင့် အဝလွန်ခြင်းတို့သည် အချို့သောလိုင်းများတွင် စိုးရိမ်စရာဖြစ်နိုင်သည်။
cat-029,Cats,Cymric,အမေရိကန်ပြည်ထောင်စု၊ အိမ်မွေးကြောင်များနှင့် ဒေသမျိုးရိုးများမှ ရွေးချယ်မွေးမြူခြင်းမှတစ်ဆင့် တီထွင်ခဲ့သည်။,တက်ကြွသော၊ ဉာဏ်ရည်ထက်မြက်ပြီး အပျော်အပါးကစားတတ်သည်၊ တောင်တက်သည့်နေရာများ၊ ပဟေဠိကစားစရာများနှင့် နေ့စဥ်အပြန်အလှန်ပြောဆိုမှုတို့မှ အကျိုးကျေးဇူးများရရှိတတ်သည်။,ရှည်လျားသောအင်္ကျီ; ထိခိုက်လွယ်သောနေရာများကို ဂရုပြု၍ ဖျာနှင့် ဆံပင်အမွေးအမှင်များကို လျှော့ချရန် မကြာခဏ သွားတိုက်ရန် လိုအပ်ပါသည်။,ကြီးမားသော- 5-9 ကီလိုဂရမ် (11-20 ပေါင်) ခန့်ရှိသော အမျိုးသားများသည် မကြာခဏ ပိုလေးသည်။,မြင့်မားသောဉာဏ်ရည်နှင့် သိချင်စိတ်ပြင်းပြမှု၊ အပြန်အလှန်တုံ့ပြန်ကစားမှု၊ ကလစ်နှိပ်လေ့ကျင့်မှုတို့ကို ပံ့ပိုးပေးခြင်း၊ နှင့် ပတ်ဝန်းကျင် ကြွယ်ဝစေခြင်း။,အသက်ရှုလမ်းကြောင်း၊ မျက်လုံး၊ အရေပြား သို့မဟုတ် အဆစ်ပြဿနာများ ဖြစ်ပေါ်နိုင်သည် ။ တိရိစ္ဆာန်ဆေးကုသရေးမှာ ပုံမှန်စောင့်ရှောက်မှုက အရေးကြီးတယ်။
cat-030,Cats,European Shorthair,ယူနိုက်တက်ကင်းဒမ်းသည် တည်ထောင်ထားသော အိမ်မွေးကြောင်လူဦးရေနှင့် တရားဝင် မျိုးပွားခြင်းအစီအစဉ်များမှ တီထွင်ခဲ့သည်။,နူးညံ့သိမ်မွေ့ပြီး လိုက်လျောညီထွေရှိသော၊ များသောအားဖြင့် စောင့်ရှောက်ပေးသူများနှင့် ခိုင်လုံသောနှောင်ကြိုးများ ဖွဲ့ကာ ပုံမှန်ကြောင်များ၏ လွတ်လပ်မှုကို ထိန်းသိမ်းထားသည်။,တွန့်သို့မဟုတ်ကျဲအင်္ကျီ; တစ်ဦးချင်းစီအပေါ် မူတည်ပြီး ဖြည်းညှင်းစွာ ပုံမှန် လိမ်းပေးခြင်း နှင့် ရံဖန်ရံခါ ရေချိုးခြင်းတို့ လိုအပ်ပါသည်။,သေးငယ်သည်- လိင်နှင့်ဘောင်ပေါ်မူတည်၍ 2-4 ကီလိုဂရမ် (4.5-9 ပေါင်) ခန့်ရှိသည်။,အေးအေးဆေးဆေး အဖော်ပြုခြင်းနှင့် ထိန်းကျောင်းနိုင်သော အိမ်သူအိမ်သား ရှိနေခြင်း၊,ကျောက်ကပ်ရောဂါ၊ ဆီးလမ်းကြောင်းပုံမမှန်ခြင်း၊ အဝလွန်ခြင်းနှင့် သွားဘက်ဆိုင်ရာရောဂါများသည် အိမ်မွေးကြောင်များအတွက် ဖြစ်နိုင်ခြေရှိသော စိုးရိမ်စရာများဖြစ်သည်။
cat-031,Cats,Havana Brown,ပြင်သစ်နှင့် အနောက်ဥရောပတို့က ဒေသအလိုက် ကြောင်လူဦးရေနှင့် ခေတ်မီရွေးချယ်မွေးမြူခြင်းများမှတစ်ဆင့် ဖွံ့ဖြိုးလာခဲ့သည်။,သက်ဝင်သောကိုယ်ရည်ကိုယ်သွေးနှင့် ကြွယ်ဝသောပတ်ဝန်းကျင်ကို နှစ်ခြိုက်သောစိတ်ဖြင့် ယုံကြည်မှုရှိပြီး စူးစမ်းလိုစိတ်ရှိသူ။,နိမ့်ပါးသောအင်္ကျီ; ပုံမှန်ဖြီးပေးခြင်းသည် လျော့ရဲနေသောဆံပင်များကို ဖယ်ရှားပေးပြီး အရေပြားကျန်းမာရေးကို အထောက်အကူပြုသော်လည်း အလှပြင်ရန် လိုအပ်ချက်များ ကွဲပြားပါသည်။,အလတ်စား-  3-5 ကီလိုဂရမ် (6.5-11 ပေါင်) ခန့်။,သွက်လက်မှု၊ ဆော့ကစားမှုနှင့် ခိုင်မာသောပတ်ဝန်းကျင်ဆိုင်ရာ သတိပြုမိမှုတို့ကြောင့် အပြန်အလှန်အကျိုးသက်ရောက်သော အိမ်မွေးတိရစ္ဆာန်များကို နှစ်သက်သော ပိုင်ရှင်များအတွက် ဆွဲဆောင်မှုဖြစ်စေသည်။,မျိုးရိုးနှင့်ဆက်စပ်နေသော နှလုံး၊ ကျောက်ကပ် သို့မဟုတ် အရိုးပိုင်းဆိုင်ရာ ပုံမမှန်မှုများ ဖြစ်ပေါ်နိုင်သည်။ မျိုးရိုးဗီဇစစ်ဆေးခြင်းနှင့် ပုံမှန်တိရစ္ဆာန်ဆေးကုစစ်ဆေးမှုများက ကူညီပေးနိုင်သည်။
cat-032,Cats,Japanese Bobtail,အာရှတိုက်သည် ဒေသတွင်း အိမ်မွေးကြောင်ဦးရေများ အမြစ်တွယ်ကာ နောက်ပိုင်းတွင် တရားဝင် မျိုးပွားမှု ဖြစ်ထွန်းလာခဲ့သည်။,ချစ်ခင်စုံမက်သူ၊ စူးစမ်းလိုစိတ်ရှိပြီး လူမှုရေးအရ ထိတွေ့ဆက်ဆံတတ်သူ၊ အပြန်အလှန် တုံ့ပြန်ကစားခြင်းနှင့် လူများနှင့် နီးကပ်စွာ ထိတွေ့ခြင်းကို နှစ်သက်ကြသည်။,အင်္ကျီအတို; အပတ်စဉ် ဖြီးပေးခြင်းသည် ယေဘုယျအားဖြင့် လုံလောက်သည်၊ ရာသီအလိုက် ကြွေကျချိန်တွင် အပိုလိမ်းဆေးဖြင့် လုံလောက်ပါသည်။,အလတ်စား-အကြီး-  4-7 ကီလိုဂရမ် (9-15 ပေါင်) ခန့်။,လိုက်လျောညီထွေရှိမှု၊ ပေါင်းသင်းဆက်ဆံမှု၊ မကြာခဏ ကြွယ်ဝသော အိမ်တွင်းနေထိုင်ရန် သင့်လျော်သည်။,Hypertrophic cardiomyopathy၊ သွားနှင့်ခံတွင်းဆိုင်ရာရောဂါ၊ အဝလွန်ခြင်းနှင့် မျိုးရိုးဆက်နွယ်သော မျိုးရိုးလိုက်သောရောဂါများ ဖြစ်ပွားနိုင်သည်။
cat-033,Cats,Korat,စကန်ဒီနေးဗီးယား၊ အေးသောရာသီဥတုနှင့် လိုက်လျောညီထွေရှိသော အမာခံပြည်တွင်းမွေးကြောင်များမှ တီထွင်သည်။,အမှီအခိုကင်းသော်လည်း ဖော်ရွေသော ဟန်ချက်ညီသော စိတ်နေစိတ်ထားဖြင့် အလယ်အလတ် လှုပ်ရှားမှု လိုအပ်ချက်များရှိသော အဖော်ကို ရှာဖွေနေသော အိမ်ထောင်စုများနှင့် လိုက်ဖက်နိုင်သည် ။,အလတ်စားအရှည်အင်္ကျီ; ဆံပင်ကျွတ်ခြင်းကို သက်သာစေပြီး အရှုပ်အထွေးများ မဖြစ်အောင် တစ်ပတ်ကို အကြိမ်ပေါင်းများစွာ ပွတ်တိုက်ပေးပါ။,ကြီးမားသော- 5-9 ကီလိုဂရမ် (11-20 ပေါင်) ခန့်ရှိသော အမျိုးသားများသည် မကြာခဏ ပိုလေးသည်။,ထူးခြားသောအသွင်အပြင်၊ ချစ်ခင်ဖော်ရွေမှုနှင့် မိသားစုဘဝနှင့် လိုက်လျောညီထွေစွာ လိုက်လျောညီထွေစွာ လိုက်လျောညီထွေစွာ နေထိုင်တတ်သူ။,Polycystic ကျောက်ကပ်ရောဂါ၊ နှလုံးရောဂါ၊ သွားနှင့်ခံတွင်းဆိုင်ရာပြဿနာများနှင့် အဝလွန်ခြင်းများသည် အချို့သောလိုင်းများတွင် စိုးရိမ်ပူပန်မှုများရှိနိုင်ပါသည်။
cat-034,Cats,LaPerm,အရှေ့အလယ်ပိုင်းနှင့် မြောက်အာဖရိကတို့သည် ကာလကြာရှည်တည်မြဲသော ဒေသဆိုင်ရာကြောင်များ နှင့် မျိုးပွားတိုးတက်မှုတို့နှင့် ဆက်စပ်နေသည်။,တက်ကြွသော၊ ဉာဏ်ရည်ထက်မြက်ပြီး အပျော်အပါးကစားတတ်သည်၊ တောင်တက်သည့်နေရာများ၊ ပဟေဠိကစားစရာများနှင့် နေ့စဥ်အပြန်အလှန်ပြောဆိုမှုတို့မှ အကျိုးကျေးဇူးများစွာရရှိတတ်သည်။,ရှည်လျားသောအင်္ကျီ; ထိခိုက်လွယ်သောနေရာများကို ဂရုပြု၍ ဖျာနှင့်ဆံပင်ပေါက်များကို လျှော့ချရန် မကြာခဏ သွားတိုက်ရန် လိုအပ်ပါသည်။,သေးငယ်သည်- လိင်နှင့်ဘောင်ပေါ်မူတည်၍ 2-4 ကီလိုဂရမ် (4.5-9 ပေါင်) ခန့်ရှိသည်။,မြင့်မားသောဉာဏ်ရည်နှင့် သိချင်စိတ်ပြင်းပြမှု၊ အပြန်အလှန်တုံ့ပြန်ကစားမှု၊ ကလစ်နှိပ်လေ့ကျင့်မှုတို့ကို ပံ့ပိုးပေးခြင်း၊ နှင့် ပတ်ဝန်းကျင် ကြွယ်ဝစေခြင်း။,အသက်ရှုလမ်းကြောင်း၊ မျက်လုံး၊ အရေပြား သို့မဟုတ် အဆစ်ပြဿနာများ ဖြစ်ပေါ်နိုင်သည် ။ တိရိစ္ဆာန်ဆေးကုသရေးမှာ ပုံမှန်စောင့်ရှောက်မှုက အရေးကြီးတယ်။
cat-035,Cats,Munchkin,ဩစတေးလျနှင့် သမုဒ္ဒရာပိုင်းဒေသ၊ ခေတ်မီရွေးချယ်မျိုးပွားခြင်းအစီအစဉ်များဖြင့် တီထွင်ခဲ့သည်။,နူးညံ့သိမ်မွေ့ပြီး လိုက်လျောညီထွေရှိသော၊ များသောအားဖြင့် စောင့်ရှောက်ပေးသူများနှင့် ခိုင်လုံသောနှောင်ကြိုးများ ဖွဲ့ကာ ပုံမှန်ကြောင်များ၏ လွတ်လပ်မှုကို ထိန်းသိမ်းထားသည်။,တွန့်သို့မဟုတ်ကျဲအင်္ကျီ; တစ်ဦးချင်းစီအပေါ် မူတည်ပြီး ဖြည်းညှင်းစွာ ပုံမှန် လိမ်းပေးခြင်း နှင့် ရံဖန်ရံခါ ရေချိုးခြင်းတို့ လိုအပ်ပါသည်။,အလတ်စား-  3-5 ကီလိုဂရမ် (6.5-11 ပေါင်) ခန့်။,အေးအေးဆေးဆေး အဖော်ပြုခြင်းနှင့် ထိန်းကျောင်းနိုင်သော အိမ်သူအိမ်သား ရှိနေခြင်း၊,ကျောက်ကပ်ရောဂါ၊ ဆီးလမ်းကြောင်းပုံမမှန်ခြင်း၊ အဝလွန်ခြင်းနှင့် သွားဘက်ဆိုင်ရာရောဂါများသည် အိမ်မွေးကြောင်များအတွက် ဖြစ်နိုင်ခြေရှိသော စိုးရိမ်စရာများဖြစ်သည်။
cat-036,Cats,Nebelung,အမေရိကန်ပြည်ထောင်စု၊ အိမ်မွေးကြောင်များနှင့် ဒေသမျိုးရိုးများမှ ရွေးချယ်မွေးမြူခြင်းမှတစ်ဆင့် တီထွင်ခဲ့သည်။,သက်ဝင်သောကိုယ်ရည်ကိုယ်သွေးနှင့် ကြွယ်ဝသောပတ်ဝန်းကျင်အတွက် ဦးစားပေးမှုဖြင့် ယုံကြည်မှုရှိပြီး စူးစမ်းလိုစိတ်ရှိသူ။,နိမ့်ပါးသောအင်္ကျီ; ပုံမှန်ဖြီးပေးခြင်းသည် လျော့ရဲနေသောဆံပင်များကို ဖယ်ရှားပေးပြီး အရေပြားကျန်းမာရေးကို အထောက်အကူပြုသော်လည်း အလှပြင်ရန် လိုအပ်ချက်များ ကွဲပြားပါသည်။,အလတ်စား-ကြီး- 4-7 ကီလိုဂရမ်ခန့် (9-15 ပေါင်)၊ လိင်နှင့်တည်ဆောက်မှုပေါ်မူတည်သည်။,သွက်လက်မှု၊ ဆော့ကစားမှုနှင့် ခိုင်မာသောပတ်ဝန်းကျင်ဆိုင်ရာ သတိပြုမိမှုတို့ကြောင့် အပြန်အလှန်အကျိုးသက်ရောက်သော အိမ်မွေးတိရစ္ဆာန်များကို နှစ်သက်သော ပိုင်ရှင်များအတွက် ဆွဲဆောင်မှုဖြစ်စေသည်။,မျိုးရိုးနှင့်ဆက်စပ်နေသော နှလုံး၊ ကျောက်ကပ် သို့မဟုတ် အရိုးပိုင်းဆိုင်ရာ ပုံမမှန်မှုများ ဖြစ်ပေါ်နိုင်သည်။ မျိုးရိုးဗီဇစစ်ဆေးခြင်းနှင့် ပုံမှန်တိရစ္ဆာန်ဆေးကုစစ်ဆေးမှုများက ကူညီပေးနိုင်သည်။
cat-037,Cats,Ocicat,ယူနိုက်တက်ကင်းဒမ်းသည် တည်ထောင်ထားသော အိမ်မွေးကြောင်လူဦးရေနှင့် တရားဝင် မျိုးပွားခြင်းအစီအစဉ်များမှ တီထွင်ခဲ့သည်။,ချစ်ခင်စုံမက်သူ၊ စူးစမ်းလိုစိတ်ရှိပြီး လူမှုရေးအရ ထိတွေ့ဆက်ဆံပြီး အပြန်အလှန် တုံ့ပြန်ကစားခြင်းနှင့် လူများနှင့် နီးကပ်စွာ ထိတွေ့ခြင်းကို နှစ်သက်ကြသည်။,အင်္ကျီအတို; အပတ်စဉ် ဖြီးပေးခြင်းသည် ယေဘုယျအားဖြင့် လုံလောက်သည်၊ ရာသီအလိုက် ကြွေကျချိန်တွင် အပိုလိမ်းဆေးဖြင့် လုံလောက်ပါသည်။,ကြီးမားသော- 5-9 ကီလိုဂရမ် (11-20 ပေါင်) ခန့်ရှိသော အမျိုးသားများသည် မကြာခဏ ပိုလေးသည်။,လိုက်လျောညီထွေရှိမှု၊ ပေါင်းသင်းဆက်ဆံမှု၊ မကြာခဏ ကြွယ်ဝသော အိမ်တွင်းနေထိုင်ရန် သင့်လျော်သည်။,Hypertrophic cardiomyopathy၊ သွားနှင့်ခံတွင်းဆိုင်ရာရောဂါ၊ အဝလွန်ခြင်းနှင့် မျိုးရိုးဆက်နွယ်သော မျိုးရိုးလိုက်သောရောဂါများ ဖြစ်ပွားနိုင်သည်။
