id,category,breed_name,origin,temperament,coat_care,ideal_weight_guide,key_strengths,potential_health_risks
cat-036,Cats,Nebelung,"United States, developed through selective breeding from domestic cats and regional pedigrees.","Confident and inquisitive, with a lively personality and a preference for an enriched environment.","Low-shedding coat; routine brushing helps remove loose hair and supports skin health, though grooming needs vary.","Medium-large: about 4-7 kg (9-15 lb), depending on sex and build.","Agility, playfulness, and strong environmental awareness, making it engaging for owners who enjoy interactive pets.","Breed-associated heart, kidney, or skeletal disorders may occur; genetic screening and regular veterinary examinations can help."
cat-037,Cats,Ocicat,"United Kingdom, developed from established domestic cat populations and formal breed programs.","Affectionate, curious, and socially engaged, often enjoying interactive play and close contact with people.","Short coat; weekly brushing is generally sufficient, with extra grooming during seasonal shedding.","Large: about 5-9 kg (11-20 lb), with males often heavier.","Adaptability, companionship, and strong interactive play drive; often suitable for enriched indoor living.","Hypertrophic cardiomyopathy, dental disease, obesity, and breed-associated inherited disorders may occur."
cat-038,Cats,Peterbald,"France and Western Europe, developed through regional cat populations and modern selective breeding.","Independent but friendly, with a balanced temperament that can suit households seeking a companion with moderate activity needs.",Medium-length coat; brush several times per week to reduce loose hair and prevent tangles.,"Small: about 2-4 kg (4.5-9 lb), depending on sex and frame.","Distinctive appearance, affectionate companionship, and generally good adaptability to family life.","Polycystic kidney disease, heart disease, dental problems, and obesity can be concerns in some lines."
cat-039,Cats,Pixiebob,"Asia, with roots in regional domestic cat populations and later formal breed development.","Active, intelligent, and playful, often benefiting from climbing areas, puzzle toys, and daily interaction.","Long coat; frequent brushing is needed to minimize mats and hairballs, with attention to sensitive areas.","Medium: about 3-5 kg (6.5-11 lb), depending on sex and build.","High intelligence and curiosity, supporting interactive play, clicker training, and environmental enrichment.","Respiratory, eye, skin, or joint issues may occur depending on conformation; routine veterinary care is important."
cat-040,Cats,Ragamuffin,"Scandinavia, developed from hardy local domestic cats adapted to cold climates.","Gentle and adaptable, usually forming strong bonds with caregivers while retaining typical feline independence.",Curly or sparse coat; gentle regular grooming and occasional bathing may be needed depending on the individual.,"Medium-large: about 4-7 kg (9-15 lb), depending on sex and build.","Calm companionship and manageable household presence, with good potential for close bonds with caregivers.","Kidney disease, urinary tract disorders, obesity, and dental disease are potential concerns across domestic cats."
cat-041,Cats,Savannah,"Middle East and North Africa, associated with long-established regional cat populations and breed development.","Confident and inquisitive, with a lively personality and a preference for an enriched environment.","Low-shedding coat; routine brushing helps remove loose hair and supports skin health, though grooming needs vary.","Large: about 5-9 kg (11-20 lb), with males often heavier.","Agility, playfulness, and strong environmental awareness, making it engaging for owners who enjoy interactive pets.","Breed-associated heart, kidney, or skeletal disorders may occur; genetic screening and regular veterinary examinations can help."
cat-042,Cats,Selkirk Rex,"Australia and Oceania, developed through modern selective breeding programs.","Affectionate, curious, and socially engaged, often enjoying interactive play and close contact with people.","Short coat; weekly brushing is generally sufficient, with extra grooming during seasonal shedding.","Small: about 2-4 kg (4.5-9 lb), depending on sex and frame.","Adaptability, companionship, and strong interactive play drive; often suitable for enriched indoor living.","Hypertrophic cardiomyopathy, dental disease, obesity, and breed-associated inherited disorders may occur."
cat-043,Cats,Singapura,"United States, developed through selective breeding from domestic cats and regional pedigrees.","Independent but friendly, with a balanced temperament that can suit households seeking a companion with moderate activity needs.",Medium-length coat; brush several times per week to reduce loose hair and prevent tangles.,"Medium: about 3-5 kg (6.5-11 lb), depending on sex and build.","Distinctive appearance, affectionate companionship, and generally good adaptability to family life.","Polycystic kidney disease, heart disease, dental problems, and obesity can be concerns in some lines."
cat-044,Cats,Snowshoe,"United Kingdom, developed from established domestic cat populations and formal breed programs.","Active, intelligent, and playful, often benefiting from climbing areas, puzzle toys, and daily interaction.","Long coat; frequent brushing is needed to minimize mats and hairballs, with attention to sensitive areas.","Medium-large: about 4-7 kg (9-15 lb), depending on sex and build.","High intelligence and curiosity, supporting interactive play, clicker training, and environmental enrichment.","Respiratory, eye, skin, or joint issues may occur depending on conformation; routine veterinary care is important."
cat-045,Cats,Somali,"France and Western Europe, developed through regional cat populations and modern selective breeding.","Gentle and adaptable, usually forming strong bonds with caregivers while retaining typical feline independence.",Curly or sparse coat; gentle regular grooming and occasional bathing may be needed depending on the individual.,"Large: about 5-9 kg (11-20 lb), with males often heavier.","Calm companionship and manageable household presence, with good potential for close bonds with caregivers.","Kidney disease, urinary tract disorders, obesity, and dental disease are potential concerns across domestic cats."
cat-046,Cats,Toyger,"Asia, with roots in regional domestic cat populations and later formal breed development.","Confident and inquisitive, with a lively personality and a preference for an enriched environment.","Low-shedding coat; routine brushing helps remove loose hair and supports skin health, though grooming needs vary.","Small: about 2-4 kg (4.5-9 lb), depending on sex and frame.","Agility, playfulness, and strong environmental awareness, making it engaging for owners who enjoy interactive pets.","Breed-associated heart, kidney, or skeletal disorders may occur; genetic screening and regular veterinary examinations can help."
cat-047,Cats,Turkish Van,"Scandinavia, developed from hardy local domestic cats adapted to cold climates.","Affectionate, curious, and socially engaged, often enjoying interactive play and close contact with people.","Short coat; weekly brushing is generally sufficient, with extra grooming during seasonal shedding.","Medium: about 3-5 kg (6.5-11 lb), depending on sex and build.","Adaptability, companionship, and strong interactive play drive; often suitable for enriched indoor living.","Hypertrophic cardiomyopathy, dental disease, obesity, and breed-associated inherited disorders may occur."
cat-048,Cats,Australian Mist,"Middle East and North Africa, associated with long-established regional cat populations and breed development.","Independent but friendly, with a balanced temperament that can suit households seeking a companion with moderate activity needs.",Medium-length coat; brush several times per week to reduce loose hair and prevent tangles.,"Medium-large: about 4-7 kg (9-15 lb), depending on sex and build.","Distinctive appearance, affectionate companionship, and generally good adaptability to family life.","Polycystic kidney disease, heart disease, dental problems, and obesity can be concerns in some lines."
cat-049,Cats,Bengal Longhair,"Australia and Oceania, developed through modern selective breeding programs.","Active, intelligent, and playful, often benefiting from climbing areas, puzzle toys, and daily interaction.","Long coat; frequent brushing is needed to minimize mats and hairballs, with attention to sensitive areas.","Large: about 5-9 kg (11-20 lb), with males often heavier.","High intelligence and curiosity, supporting interactive play, clicker training, and environmental enrichment.","Respiratory, eye, skin, or joint issues may occur depending on conformation; routine veterinary care is important."
cat-050,Cats,Chausie,"United States, developed through selective breeding from domestic cats and regional pedigrees.","Gentle and adaptable, usually forming strong bonds with caregivers while retaining typical feline independence.",Curly or sparse coat; gentle regular grooming and occasional bathing may be needed depending on the individual.,"Small: about 2-4 kg (4.5-9 lb), depending on sex and frame.","Calm companionship and manageable household presence, with good potential for close bonds with caregivers.","Kidney disease, urinary tract disorders, obesity, and dental disease are potential concerns across domestic cats."
cat-051,Cats,Colorpoint Shorthair,"United Kingdom, developed from established domestic cat populations and formal breed programs.","Confident and inquisitive, with a lively personality and a preference for an enriched environment.","Low-shedding coat; routine brushing helps remove loose hair and supports skin health, though grooming needs vary.","Medium: about 3-5 kg (6.5-11 lb), depending on sex and build.","Agility, playfulness, and strong environmental awareness, making it engaging for owners who enjoy interactive pets.","Breed-associated heart, kidney, or skeletal disorders may occur; genetic screening and regular veterinary examinations can help."
cat-052,Cats,Donskoy,"France and Western Europe, developed through regional cat populations and modern selective breeding.","Affectionate, curious, and socially engaged, often enjoying interactive play and close contact with people.","Short coat; weekly brushing is generally sufficient, with extra grooming during seasonal shedding.","Medium-large: about 4-7 kg (9-15 lb), depending on sex and build.","Adaptability, companionship, and strong interactive play drive; often suitable for enriched indoor living.","Hypertrophic cardiomyopathy, dental disease, obesity, and breed-associated inherited disorders may occur."
cat-053,Cats,German Longhair,"Asia, with roots in regional domestic cat populations and later formal breed development.","Independent but friendly, with a balanced temperament that can suit households seeking a companion with moderate activity needs.",Medium-length coat; brush several times per week to reduce loose hair and prevent tangles.,"Large: about 5-9 kg (11-20 lb), with males often heavier.","Distinctive appearance, affectionate companionship, and generally good adaptability to family life.","Polycystic kidney disease, heart disease, dental problems, and obesity can be concerns in some lines."
cat-054,Cats,Khao Manee,"Scandinavia, developed from hardy local domestic cats adapted to cold climates.","Active, intelligent, and playful, often benefiting from climbing areas, puzzle toys, and daily interaction.","Long coat; frequent brushing is needed to minimize mats and hairballs, with attention to sensitive areas.","Small: about 2-4 kg (4.5-9 lb), depending on sex and frame.","High intelligence and curiosity, supporting interactive play, clicker training, and environmental enrichment.","Respiratory, eye, skin, or joint issues may occur depending on conformation; routine veterinary care is important."
cat-055,Cats,Kinkalow,"Middle East and North Africa, associated with long-established regional cat populations and breed development.","Gentle and adaptable, usually forming strong bonds with caregivers while retaining typical feline independence.",Curly or sparse coat; gentle regular grooming and occasional bathing may be needed depending on the individual.,"Medium: about 3-5 kg (6.5-11 lb), depending on sex and build.","Calm companionship and manageable household presence, with good potential for close bonds with caregivers.","Kidney disease, urinary tract disorders, obesity, and dental disease are potential concerns across domestic cats."
cat-056,Cats,Lykoi,"Australia and Oceania, developed through modern selective breeding programs.","Confident and inquisitive, with a lively personality and a preference for an enriched environment.","Low-shedding coat; routine brushing helps remove loose hair and supports skin health, though grooming needs vary.","Medium-large: about 4-7 kg (9-15 lb), depending on sex and build.","Agility, playfulness, and strong environmental awareness, making it engaging for owners who enjoy interactive pets.","Breed-associated heart, kidney, or skeletal disorders may occur; genetic screening and regular veterinary examinations can help."
cat-057,Cats,Minskin,"United States, developed through selective breeding from domestic cats and regional pedigrees.","Affectionate, curious, and socially engaged, often enjoying interactive play and close contact with people.","Short coat; weekly brushing is generally sufficient, with extra grooming during seasonal shedding.","Large: about 5-9 kg (11-20 lb), with males often heavier.","Adaptability, companionship, and strong interactive play drive; often suitable for enriched indoor living.","Hypertrophic cardiomyopathy, dental disease, obesity, and breed-associated inherited disorders may occur."
cat-058,Cats,Napoleon,"United Kingdom, developed from established domestic cat populations and formal breed programs.","Independent but friendly, with a balanced temperament that can suit households seeking a companion with moderate activity needs.",Medium-length coat; brush several times per week to reduce loose hair and prevent tangles.,"Small: about 2-4 kg (4.5-9 lb), depending on sex and frame.","Distinctive appearance, affectionate companionship, and generally good adaptability to family life.","Polycystic kidney disease, heart disease, dental problems, and obesity can be concerns in some lines."
cat-059,Cats,RagaMuffin,"France and Western Europe, developed through regional cat populations and modern selective breeding.","Active, intelligent, and playful, often benefiting from climbing areas, puzzle toys, and daily interaction.","Long coat; frequent brushing is needed to minimize mats and hairballs, with attention to sensitive areas.","Medium: about 3-5 kg (6.5-11 lb), depending on sex and build.","High intelligence and curiosity, supporting interactive play, clicker training, and environmental enrichment.","Respiratory, eye, skin, or joint issues may occur depending on conformation; routine veterinary care is important."
cat-060,Cats,Serengeti,"Asia, with roots in regional domestic cat populations and later formal breed development.","Gentle and adaptable, usually forming strong bonds with caregivers while retaining typical feline independence.",Curly or sparse coat; gentle regular grooming and occasional bathing may be needed depending on the individual.,"Medium-large: about 4-7 kg (9-15 lb), depending on sex and build.","Calm companionship and manageable household presence, with good potential for close bonds with caregivers.","Kidney disease, urinary tract disorders, obesity, and dental disease are potential concerns across domestic cats."
cat-061,Cats,Sokoke,"Scandinavia, developed from hardy local domestic cats adapted to cold climates.","Confident and inquisitive, with a lively personality and a preference for an enriched environment.","Low-shedding coat; routine brushing helps remove loose hair and supports skin health, though grooming needs vary.","Large: about 5-9 kg (11-20 lb), with males often heavier.","Agility, playfulness, and strong environmental awareness, making it engaging for owners who enjoy interactive pets.","Breed-associated heart, kidney, or skeletal disorders may occur; genetic screening and regular veterinary examinations can help."
cat-062,Cats,Thai Cat,"Middle East and North Africa, associated with long-established regional cat populations and breed development.","Affectionate, curious, and socially engaged, often enjoying interactive play and close contact with people.","Short coat; weekly brushing is generally sufficient, with extra grooming during seasonal shedding.","Small: about 2-4 kg (4.5-9 lb), depending on sex and frame.","Adaptability, companionship, and strong interactive play drive; often suitable for enriched indoor living.","Hypertrophic cardiomyopathy, dental disease, obesity, and breed-associated inherited disorders may occur."
cat-063,Cats,Ukrainian Levkoy,"Australia and Oceania, developed through modern selective breeding programs.","Independent but friendly, with a balanced temperament that can suit households seeking a companion with moderate activity needs.",Medium-length coat; brush several times per week to reduce loose hair and prevent tangles.,"Medium: about 3-5 kg (6.5-11 lb), depending on sex and build.","Distinctive appearance, affectionate companionship, and generally good adaptability to family life.","Polycystic kidney disease, heart disease, dental problems, and obesity can be concerns in some lines."
cat-064,Cats,York Chocolate,"United States, developed through selective breeding from domestic cats and regional pedigrees.","Active, intelligent, and playful, often benefiting from climbing areas, puzzle toys, and daily interaction.","Long coat; frequent brushing is needed to minimize mats and hairballs, with attention to sensitive areas.","Medium-large: about 4-7 kg (9-15 lb), depending on sex and build.","High intelligence and curiosity, supporting interactive play, clicker training, and environmental enrichment.","Respiratory, eye, skin, or joint issues may occur depending on conformation; routine veterinary care is important."
cat-065,Cats,Asian Semi-longhair,"United Kingdom, developed from established domestic cat populations and formal breed programs.","Gentle and adaptable, usually forming strong bonds with caregivers while retaining typical feline independence.",Curly or sparse coat; gentle regular grooming and occasional bathing may be needed depending on the individual.,"Large: about 5-9 kg (11-20 lb), with males often heavier.","Calm companionship and manageable household presence, with good potential for close bonds with caregivers.","Kidney disease, urinary tract disorders, obesity, and dental disease are potential concerns across domestic cats."
cat-066,Cats,California Spangled,"France and Western Europe, developed through regional cat populations and modern selective breeding.","Confident and inquisitive, with a lively personality and a preference for an enriched environment.","Low-shedding coat; routine brushing helps remove loose hair and supports skin health, though grooming needs vary.","Small: about 2-4 kg (4.5-9 lb), depending on sex and frame.","Agility, playfulness, and strong environmental awareness, making it engaging for owners who enjoy interactive pets.","Breed-associated heart, kidney, or skeletal disorders may occur; genetic screening and regular veterinary examinations can help."
cat-067,Cats,Javanese,"Asia, with roots in regional domestic cat populations and later formal breed development.","Affectionate, curious, and socially engaged, often enjoying interactive play and close contact with people.","Short coat; weekly brushing is generally sufficient, with extra grooming during seasonal shedding.","Medium: about 3-5 kg (6.5-11 lb), depending on sex and build.","Adaptability, companionship, and strong interactive play drive; often suitable for enriched indoor living.","Hypertrophic cardiomyopathy, dental disease, obesity, and breed-associated inherited disorders may occur."
cat-068,Cats,Mekong Bobtail,"Scandinavia, developed from hardy local domestic cats adapted to cold climates.","Independent but friendly, with a balanced temperament that can suit households seeking a companion with moderate activity needs.",Medium-length coat; brush several times per week to reduce loose hair and prevent tangles.,"Medium-large: about 4-7 kg (9-15 lb), depending on sex and build.","Distinctive appearance, affectionate companionship, and generally good adaptability to family life.","Polycystic kidney disease, heart disease, dental problems, and obesity can be concerns in some lines."
cat-069,Cats,Oriental Longhair,"Middle East and North Africa, associated with long-established regional cat populations and breed development.","Active, intelligent, and playful, often benefiting from climbing areas, puzzle toys, and daily interaction.","Long coat; frequent brushing is needed to minimize mats and hairballs, with attention to sensitive areas.","Large: about 5-9 kg (11-20 lb), with males often heavier.","High intelligence and curiosity, supporting interactive play, clicker training, and environmental enrichment.","Respiratory, eye, skin, or joint issues may occur depending on conformation; routine veterinary care is important."
cat-070,Cats,Highlander,"Australia and Oceania, developed through modern selective breeding programs.","Gentle and adaptable, usually forming strong bonds with caregivers while retaining typical feline independence.",Curly or sparse coat; gentle regular grooming and occasional bathing may be needed depending on the individual.,"Small: about 2-4 kg (4.5-9 lb), depending on sex and frame.","Calm companionship and manageable household presence, with good potential for close bonds with caregivers.","Kidney disease, urinary tract disorders, obesity, and dental disease are potential concerns across domestic cats."
cat-071,Cats,Aphrodite Giant,"United States, developed through selective breeding from domestic cats and regional pedigrees.","Confident and inquisitive, with a lively personality and a preference for an enriched environment.","Low-shedding coat; routine brushing helps remove loose hair and supports skin health, though grooming needs vary.","Medium: about 3-5 kg (6.5-11 lb), depending on sex and build.","Agility, playfulness, and strong environmental awareness, making it engaging for owners who enjoy interactive pets.","Breed-associated heart, kidney, or skeletal disorders may occur; genetic screening and regular veterinary examinations can help."
bird-019,Birds,Alexandrine Parakeet,"Australia, native to woodland, grassland, or coastal habitats and commonly kept in aviculture.","Social, intelligent, and interactive, often forming strong bonds with caregivers. Needs daily enrichment and appropriate social contact.",Feather care is largely self-maintained through regular preening and bathing or misting; provide opportunities for safe bathing.,"Small: typically 15-40 g, depending on sex and subspecies.","Intelligence, social interaction, vocal learning, and engaging natural behaviors when properly enriched.","Respiratory disease, nutritional deficiencies, feather-plucking, and obesity can occur without proper diet, hygiene, and enrichment."
bird-020,Birds,Australian King Parrot,"South America, native to tropical forests or savannas and popular in aviculture.","Active and alert, with a lively personality and strong curiosity. Benefits from flight space, toys, and varied enrichment.","Smooth, compact feathering; routine bathing and access to clean water support feather condition.","Small-to-medium: typically 40-150 g, depending on sex and subspecies.","Colorful plumage, active behavior, and strong appeal as an observation or companion species.","Vitamin and mineral imbalance, chronic respiratory disease, and behavioral stress are potential concerns in captivity."
bird-021,Birds,Bourke’s Parakeet,"Africa, native to woodland, savanna, or forest habitats and known for distinctive calls or social behavior.","Generally social and vocal, with species-specific flock behavior. Requires a stimulating environment and careful routine.",Plumage requires regular preening and environmental hygiene; avoid excessive handling of developing pin feathers.,"Medium: typically 150-400 g, depending on sex and subspecies.","Strong flock bonds, lively personality, and ability to learn routines or simple behaviors with patient training.","Psittacosis, obesity, liver disease, and feather disorders may occur; quarantine and avian veterinary care are important."
bird-022,Birds,Brown-headed Parrot,"Asia, native to forests, grasslands, or urban environments and represented in aviculture or ornamental keeping.","Bright and observant, often learning sounds or behaviors quickly. Needs safe housing, mental stimulation, and species-appropriate companionship.",Species with specialized plumage may need a humid environment and regular bathing opportunities to support feather health.,"Large: typically 400-900 g, depending on sex and subspecies.","Distinctive calls, appearance, and natural behaviors that make the species rewarding for experienced keepers.","Respiratory infections, nutritional disease, and stress-related feather damage are possible, especially with poor husbandry."
bird-023,Birds,Cape Parrot,"Europe, native to temperate habitats and commonly recognized as a songbird, game bird, or companion species.","Calm to moderately active depending on the individual, but benefits from predictable care, enrichment, and opportunities for natural behaviors.","Generally low-maintenance plumage, but clean housing and appropriate bathing opportunities are important.","Very large: often 900-1,500+ g, depending on sex and subspecies.","Adaptability to suitable captive environments when nutrition, enrichment, and social needs are carefully met.","Captive birds may face obesity, fatty liver disease, and respiratory problems when diet, air quality, or exercise are inadequate."
bird-024,Birds,Crimson Rosella,"Pacific islands and Australasia, adapted to island forests or coastal ecosystems.","Social, intelligent, and interactive, often forming strong bonds with caregivers. Needs daily enrichment and appropriate social contact.",Feather care is largely self-maintained through regular preening and bathing or misting; provide opportunities for safe bathing.,"Small: typically 15-40 g, depending on sex and subspecies.","Intelligence, social interaction, vocal learning, and engaging natural behaviors when properly enriched.","Respiratory disease, nutritional deficiencies, feather-plucking, and obesity can occur without proper diet, hygiene, and enrichment."
bird-025,Birds,Dusky Lory,"Australia, native to woodland, grassland, or coastal habitats and commonly kept in aviculture.","Active and alert, with a lively personality and strong curiosity. Benefits from flight space, toys, and varied enrichment.","Smooth, compact feathering; routine bathing and access to clean water support feather condition.","Small-to-medium: typically 40-150 g, depending on sex and subspecies.","Colorful plumage, active behavior, and strong appeal as an observation or companion species.","Vitamin and mineral imbalance, chronic respiratory disease, and behavioral stress are potential concerns in captivity."
bird-026,Birds,Galah,"South America, native to tropical forests or savannas and popular in aviculture.","Generally social and vocal, with species-specific flock behavior. Requires a stimulating environment and careful routine.",Plumage requires regular preening and environmental hygiene; avoid excessive handling of developing pin feathers.,"Medium: typically 150-400 g, depending on sex and subspecies.","Strong flock bonds, lively personality, and ability to learn routines or simple behaviors with patient training.","Psittacosis, obesity, liver disease, and feather disorders may occur; quarantine and avian veterinary care are important."
bird-027,Birds,Golden Conure,"Africa, native to woodland, savanna, or forest habitats and known for distinctive calls or social behavior.","Bright and observant, often learning sounds or behaviors quickly. Needs safe housing, mental stimulation, and species-appropriate companionship.",Species with specialized plumage may need a humid environment and regular bathing opportunities to support feather health.,"Large: typically 400-900 g, depending on sex and subspecies.","Distinctive calls, appearance, and natural behaviors that make the species rewarding for experienced keepers.","Respiratory infections, nutritional disease, and stress-related feather damage are possible, especially with poor husbandry."
bird-028,Birds,Goffin’s Cockatoo,"Asia, native to forests, grasslands, or urban environments and represented in aviculture or ornamental keeping.","Calm to moderately active depending on the individual, but benefits from predictable care, enrichment, and opportunities for natural behaviors.","Generally low-maintenance plumage, but clean housing and appropriate bathing opportunities are important.","Very large: often 900-1,500+ g, depending on sex and subspecies.","Adaptability to suitable captive environments when nutrition, enrichment, and social needs are carefully met.","Captive birds may face obesity, fatty liver disease, and respiratory problems when diet, air quality, or exercise are inadequate."
bird-029,Birds,Great Green Macaw,"Europe, native to temperate habitats and commonly recognized as a songbird, game bird, or companion species.","Social, intelligent, and interactive, often forming strong bonds with caregivers. Needs daily enrichment and appropriate social contact.",Feather care is largely self-maintained through regular preening and bathing or misting; provide opportunities for safe bathing.,"Small: typically 15-40 g, depending on sex and subspecies.","Intelligence, social interaction, vocal learning, and engaging natural behaviors when properly enriched.","Respiratory disease, nutritional deficiencies, feather-plucking, and obesity can occur without proper diet, hygiene, and enrichment."
bird-030,Birds,Green-winged Macaw,"Pacific islands and Australasia, adapted to island forests or coastal ecosystems.","Active and alert, with a lively personality and strong curiosity. Benefits from flight space, toys, and varied enrichment.","Smooth, compact feathering; routine bathing and access to clean water support feather condition.","Small-to-medium: typically 40-150 g, depending on sex and subspecies.","Colorful plumage, active behavior, and strong appeal as an observation or companion species.","Vitamin and mineral imbalance, chronic respiratory disease, and behavioral stress are potential concerns in captivity."
bird-031,Birds,Jenday Conure,"Australia, native to woodland, grassland, or coastal habitats and commonly kept in aviculture.","Generally social and vocal, with species-specific flock behavior. Requires a stimulating environment and careful routine.",Plumage requires regular preening and environmental hygiene; avoid excessive handling of developing pin feathers.,"Medium: typically 150-400 g, depending on sex and subspecies.","Strong flock bonds, lively personality, and ability to learn routines or simple behaviors with patient training.","Psittacosis, obesity, liver disease, and feather disorders may occur; quarantine and avian veterinary care are important."
bird-032,Birds,Kakapo,"South America, native to tropical forests or savannas and popular in aviculture.","Bright and observant, often learning sounds or behaviors quickly. Needs safe housing, mental stimulation, and species-appropriate companionship.",Species with specialized plumage may need a humid environment and regular bathing opportunities to support feather health.,"Large: typically 400-900 g, depending on sex and subspecies.","Distinctive calls, appearance, and natural behaviors that make the species rewarding for experienced keepers.","Respiratory infections, nutritional disease, and stress-related feather damage are possible, especially with poor husbandry."
bird-033,Birds,Kea,"Africa, native to woodland, savanna, or forest habitats and known for distinctive calls or social behavior.","Calm to moderately active depending on the individual, but benefits from predictable care, enrichment, and opportunities for natural behaviors.","Generally low-maintenance plumage, but clean housing and appropriate bathing opportunities are important.","Very large: often 900-1,500+ g, depending on sex and subspecies.","Adaptability to suitable captive environments when nutrition, enrichment, and social needs are carefully met.","Captive birds may face obesity, fatty liver disease, and respiratory problems when diet, air quality, or exercise are inadequate."
bird-034,Birds,King Quail,"Asia, native to forests, grasslands, or urban environments and represented in aviculture or ornamental keeping.","Social, intelligent, and interactive, often forming strong bonds with caregivers. Needs daily enrichment and appropriate social contact.",Feather care is largely self-maintained through regular preening and bathing or misting; provide opportunities for safe bathing.,"Small: typically 15-40 g, depending on sex and subspecies.","Intelligence, social interaction, vocal learning, and engaging natural behaviors when properly enriched.","Respiratory disease, nutritional deficiencies, feather-plucking, and obesity can occur without proper diet, hygiene, and enrichment."
bird-035,Birds,Kookaburra,"Europe, native to temperate habitats and commonly recognized as a songbird, game bird, or companion species.","Active and alert, with a lively personality and strong curiosity. Benefits from flight space, toys, and varied enrichment.","Smooth, compact feathering; routine bathing and access to clean water support feather condition.","Small-to-medium: typically 40-150 g, depending on sex and subspecies.","Colorful plumage, active behavior, and strong appeal as an observation or companion species.","Vitamin and mineral imbalance, chronic respiratory disease, and behavioral stress are potential concerns in captivity."
bird-036,Birds,Lady Gouldian Finch,"Pacific islands and Australasia, adapted to island forests or coastal ecosystems.","Generally social and vocal, with species-specific flock behavior. Requires a stimulating environment and careful routine.",Plumage requires regular preening and environmental hygiene; avoid excessive handling of developing pin feathers.,"Medium: typically 150-400 g, depending on sex and subspecies.","Strong flock bonds, lively personality, and ability to learn routines or simple behaviors with patient training.","Psittacosis, obesity, liver disease, and feather disorders may occur; quarantine and avian veterinary care are important."
bird-037,Birds,Lesser Sulphur-crested Cockatoo,"Australia, native to woodland, grassland, or coastal habitats and commonly kept in aviculture.","Bright and observant, often learning sounds or behaviors quickly. Needs safe housing, mental stimulation, and species-appropriate companionship.",Species with specialized plumage may need a humid environment and regular bathing opportunities to support feather health.,"Large: typically 400-900 g, depending on sex and subspecies.","Distinctive calls, appearance, and natural behaviors that make the species rewarding for experienced keepers.","Respiratory infections, nutritional disease, and stress-related feather damage are possible, especially with poor husbandry."
bird-038,Birds,Meyer’s Parrot,"South America, native to tropical forests or savannas and popular in aviculture.","Calm to moderately active depending on the individual, but benefits from predictable care, enrichment, and opportunities for natural behaviors.","Generally low-maintenance plumage, but clean housing and appropriate bathing opportunities are important.","Very large: often 900-1,500+ g, depending on sex and subspecies.","Adaptability to suitable captive environments when nutrition, enrichment, and social needs are carefully met.","Captive birds may face obesity, fatty liver disease, and respiratory problems when diet, air quality, or exercise are inadequate."
bird-039,Birds,Moluccan Cockatoo,"Africa, native to woodland, savanna, or forest habitats and known for distinctive calls or social behavior.","Social, intelligent, and interactive, often forming strong bonds with caregivers. Needs daily enrichment and appropriate social contact.",Feather care is largely self-maintained through regular preening and bathing or misting; provide opportunities for safe bathing.,"Small: typically 15-40 g, depending on sex and subspecies.","Intelligence, social interaction, vocal learning, and engaging natural behaviors when properly enriched.","Respiratory disease, nutritional deficiencies, feather-plucking, and obesity can occur without proper diet, hygiene, and enrichment."
bird-040,Birds,Nicobar Pigeon,"Asia, native to forests, grasslands, or urban environments and represented in aviculture or ornamental keeping.","Active and alert, with a lively personality and strong curiosity. Benefits from flight space, toys, and varied enrichment.","Smooth, compact feathering; routine bathing and access to clean water support feather condition.","Small-to-medium: typically 40-150 g, depending on sex and subspecies.","Colorful plumage, active behavior, and strong appeal as an observation or companion species.","Vitamin and mineral imbalance, chronic respiratory disease, and behavioral stress are potential concerns in captivity."
bird-041,Birds,Northern Cardinal,"Europe, native to temperate habitats and commonly recognized as a songbird, game bird, or companion species.","Generally social and vocal, with species-specific flock behavior. Requires a stimulating environment and careful routine.",Plumage requires regular preening and environmental hygiene; avoid excessive handling of developing pin feathers.,"Medium: typically 150-400 g, depending on sex and subspecies.","Strong flock bonds, lively personality, and ability to learn routines or simple behaviors with patient training.","Psittacosis, obesity, liver disease, and feather disorders may occur; quarantine and avian veterinary care are important."
bird-042,Birds,Peach-faced Lovebird,"Pacific islands and Australasia, adapted to island forests or coastal ecosystems.","Bright and observant, often learning sounds or behaviors quickly. Needs safe housing, mental stimulation, and species-appropriate companionship.",Species with specialized plumage may need a humid environment and regular bathing opportunities to support feather health.,"Large: typically 400-900 g, depending on sex and subspecies.","Distinctive calls, appearance, and natural behaviors that make the species rewarding for experienced keepers.","Respiratory infections, nutritional disease, and stress-related feather damage are possible, especially with poor husbandry."
bird-043,Birds,Pied Imperial Pigeon,"Australia, native to woodland, grassland, or coastal habitats and commonly kept in aviculture.","Calm to moderately active depending on the individual, but benefits from predictable care, enrichment, and opportunities for natural behaviors.","Generally low-maintenance plumage, but clean housing and appropriate bathing opportunities are important.","Very large: often 900-1,500+ g, depending on sex and subspecies.","Adaptability to suitable captive environments when nutrition, enrichment, and social needs are carefully met.","Captive birds may face obesity, fatty liver disease, and respiratory problems when diet, air quality, or exercise are inadequate."
